LECROYWS44MXs-B 69584 Waveform
Segments 1 SegmentSize 1002
Segment TrigTime TimeSinceSegment1
#1 23-Jun-2015 21:26:20 0                 
Time Ampl
-5.16142e-008 1.6471
-5.14142e-008 1.64378
-5.12142e-008 1.6471
-5.10142e-008 1.64378
-5.08142e-008 1.65042
-5.06142e-008 1.6471
-5.04142e-008 1.6471
-5.02142e-008 1.6471
-5.00142e-008 1.6471
-4.98142e-008 1.64378
-4.96142e-008 1.6471
-4.94142e-008 1.64378
-4.92142e-008 1.6471
-4.90142e-008 1.6471
-4.88142e-008 1.64378
-4.86142e-008 1.64378
-4.84142e-008 1.6471
-4.82142e-008 1.64378
-4.80142e-008 1.6471
-4.78142e-008 1.64378
-4.76142e-008 1.6471
-4.74142e-008 1.65042
-4.72142e-008 1.65042
-4.70142e-008 1.6471
-4.68142e-008 1.6471
-4.66142e-008 1.6471
-4.64142e-008 1.65042
-4.62142e-008 1.65042
-4.60142e-008 1.6471
-4.58142e-008 1.64046
-4.56142e-008 1.65042
-4.54142e-008 1.64378
-4.52142e-008 1.65042
-4.50142e-008 1.64378
-4.48142e-008 1.6471
-4.46142e-008 1.6471
-4.44142e-008 1.64378
-4.42142e-008 1.64046
-4.40142e-008 1.6471
-4.38142e-008 1.64046
-4.36142e-008 1.6471
-4.34142e-008 1.64378
-4.32142e-008 1.65042
-4.30142e-008 1.64378
-4.28142e-008 1.6471
-4.26142e-008 1.65374
-4.24142e-008 1.6471
-4.22142e-008 1.6471
-4.20142e-008 1.65042
-4.18142e-008 1.64378
-4.16142e-008 1.65042
-4.14142e-008 1.65042
-4.12142e-008 1.65042
-4.10142e-008 1.6471
-4.08142e-008 1.6471
-4.06142e-008 1.65042
-4.04142e-008 1.6471
-4.02142e-008 1.64378
-4.00142e-008 1.64378
-3.98142e-008 1.64046
-3.96142e-008 1.6471
-3.94142e-008 1.64378
-3.92142e-008 1.6471
-3.90142e-008 1.6471
-3.88142e-008 1.6471
-3.86142e-008 1.65042
-3.84142e-008 1.65042
-3.82142e-008 1.64378
-3.80142e-008 1.6471
-3.78142e-008 1.6471
-3.76142e-008 1.65042
-3.74142e-008 1.65042
-3.72142e-008 1.6471
-3.70142e-008 1.6471
-3.68142e-008 1.65042
